shipping_id,shipping_date,delivery_date,shipping_status
10887,2020-09-05 05:35,2020-09-12 12:59,Shipped
10888,2023-05-12 05:12,2023-05-16 04:55,Shipped
10889,2020-08-02 18:20,2020-08-11 16:32,Not Shipped
10890,2020-12-29 07:05,2021-01-06 11:30,Not Shipped
10891,2022-08-19 16:49,2022-08-25 10:27,Returned
10892,2021-07-25 14:26,2021-07-29 04:02,Not Shipped
10893,2020-08-21 15:13,2020-08-26 12:56,Shipped
10894,2022-11-19 23:11,2022-11-24 17:15,Returned
10895,2022-10-15 00:50,2022-10-18 14:59,Shipped
10896,2023-07-04 15:12,2023-07-11 18:49,Returned
10897,2020-03-22 02:20,2020-03-25 09:27,Not Shipped
10898,2020-03-16 19:32,2020-03-26 03:55,Shipped
10899,2022-03-06 21:42,2022-03-12 06:38,Shipped
10900,2023-03-10 10:06,2023-03-14 00:09,Returned
10901,2022-06-23 09:33,2022-06-26 21:56,Not Shipped
10902,2020-09-23 13:29,2020-09-29 14:56,Shipped
10903,2022-04-28 14:21,2022-05-01 23:53,Shipped
10904,2021-09-01 04:23,2021-09-04 16:10,Shipped
10905,2023-02-23 17:56,2023-03-03 23:01,Not Shipped
10906,2021-09-25 15:18,2021-10-03 01:40,Returned
10907,2021-12-13 13:07,2021-12-19 08:30,Not Shipped
10908,2022-06-08 04:08,2022-06-17 23:41,Shipped
10909,2021-09-07 21:46,2021-09-14 11:30,Returned
10910,2022-07-06 06:57,2022-07-07 02:18,Not Shipped
10911,2023-02-05 13:01,2023-02-11 03:52,Returned
10912,2021-03-14 15:48,2021-03-20 04:59,Not Shipped
10913,2020-07-15 18:39,2020-07-17 06:40,Not Shipped
10914,2022-01-13 02:45,2022-01-22 00:53,Shipped
10915,2023-05-18 03:06,2023-05-20 17:44,Not Shipped
10916,2022-05-01 22:28,2022-05-04 19:03,Not Shipped
10917,2021-10-08 06:48,2021-10-11 22:56,Shipped
10918,2020-01-13 17:38,2020-01-18 12:39,Shipped
10919,2022-01-02 07:36,2022-01-11 17:34,Not Shipped
10920,2022-01-15 15:59,2022-01-18 16:55,Returned
10921,2021-08-30 10:15,2021-09-09 21:17,Shipped
10922,2022-03-30 13:01,2022-04-07 21:51,Shipped
10923,2020-10-02 22:02,2020-10-09 20:45,Shipped
10924,2020-11-04 04:04,2020-11-11 23:26,Returned
10925,2023-06-28 02:31,2023-07-08 08:34,Not Shipped
10926,2020-01-22 21:45,2020-01-24 00:23,Returned
10927,2021-04-22 15:35,2021-04-28 04:07,Returned
10928,2020-06-19 09:31,2020-06-26 15:49,Returned
10929,2020-10-09 17:17,2020-10-17 07:42,Returned
10930,2020-08-16 17:53,2020-08-18 08:53,Shipped
10931,2023-02-06 04:44,2023-02-15 07:22,Shipped
10932,2021-04-06 12:54,2021-04-11 00:30,Returned
10933,2020-05-17 23:13,2020-05-26 18:42,Shipped
10934,2022-02-03 23:10,2022-02-06 07:17,Not Shipped
10935,2022-09-11 03:30,2022-09-21 08:46,Shipped
10936,2021-09-08 14:17,2021-09-14 23:05,Not Shipped
10937,2020-04-15 18:51,2020-04-23 00:44,Shipped
10938,2021-12-15 01:23,2021-12-24 23:11,Returned
10939,2021-05-17 23:36,2021-05-25 22:17,Shipped
10940,2021-03-09 12:30,2021-03-10 10:15,Shipped
10941,2021-10-11 18:51,2021-10-13 03:06,Not Shipped
10942,2023-08-08 06:36,2023-08-16 06:07,Not Shipped
10943,2022-11-23 07:05,2022-11-24 04:51,Returned
10944,2021-01-22 10:43,2021-01-24 16:30,Shipped
10945,2021-11-21 14:34,2021-11-26 22:07,Not Shipped
10946,2021-09-15 20:29,2021-09-21 04:55,Shipped
10947,2022-02-04 11:09,2022-02-05 16:25,Shipped
10948,2022-08-03 06:39,2022-08-05 23:22,Not Shipped
10949,2022-02-03 04:29,2022-02-11 01:37,Not Shipped
10950,2021-05-26 17:03,2021-06-04 02:38,Not Shipped
10951,2023-07-17 08:34,2023-07-23 08:47,Not Shipped
10952,2022-08-15 00:03,2022-08-17 07:43,Returned
10953,2020-11-30 05:36,2020-12-01 12:56,Shipped
10954,2022-07-12 06:05,2022-07-19 03:19,Shipped
10955,2022-04-03 05:05,2022-04-11 06:26,Not Shipped
10956,2020-03-10 21:13,2020-03-14 15:46,Shipped
10957,2022-07-02 11:35,2022-07-12 20:03,Returned
10958,2021-03-01 06:58,2021-03-06 06:07,Returned
10959,2021-01-23 17:11,2021-01-31 01:09,Not Shipped
10960,2022-08-17 21:22,2022-08-22 23:09,Not Shipped
10961,2023-04-15 13:14,2023-04-21 05:51,Not Shipped
10962,2022-04-24 10:02,2022-05-01 07:12,Not Shipped
10963,2020-02-12 20:07,2020-02-19 16:03,Returned
10964,2022-02-10 03:50,2022-02-20 01:38,Shipped
10965,2023-02-05 03:20,2023-02-07 06:20,Not Shipped
10966,2023-01-27 01:25,2023-01-28 23:04,Returned
10967,2023-01-18 16:26,2023-01-23 08:05,Not Shipped
10968,2020-08-10 02:54,2020-08-16 16:58,Shipped
10969,2021-03-15 17:42,2021-03-23 01:06,Shipped
10970,2021-06-28 20:37,2021-06-29 17:34,Shipped
10971,2023-07-19 11:33,2023-07-27 02:56,Shipped
10972,2023-08-13 06:05,2023-08-19 22:25,Returned
10973,2021-03-10 22:54,2021-03-15 22:25,Returned
10974,2021-02-21 06:59,2021-02-28 20:13,Returned
10975,2021-03-18 12:42,2021-03-23 09:36,Returned
10976,2023-04-05 17:14,2023-04-07 14:52,Not Shipped
10977,2020-04-03 04:39,2020-04-13 01:04,Returned
10978,2022-08-25 04:06,2022-09-01 14:01,Not Shipped
10979,2021-07-14 14:00,2021-07-16 06:13,Shipped
10980,2023-07-13 10:59,2023-07-16 05:32,Shipped
10981,2021-08-14 03:30,2021-08-16 07:06,Not Shipped
10982,2020-07-04 13:22,2020-07-10 04:00,Not Shipped
10983,2022-11-22 18:02,2022-11-24 14:32,Returned
10984,2020-08-06 02:30,2020-08-11 13:26,Returned
10985,2021-09-09 12:25,2021-09-13 20:50,Shipped
10986,2021-08-14 18:00,2021-08-19 02:45,Returned
10987,2022-02-06 20:08,2022-02-15 13:11,Not Shipped
10988,2022-05-18 14:40,2022-05-27 14:06,Not Shipped
10989,2021-02-20 12:42,2021-02-24 22:29,Returned
10990,2021-04-08 10:09,2021-04-16 10:51,Shipped
10991,2020-12-20 08:16,2020-12-23 06:27,Returned
10992,2023-01-05 15:05,2023-01-08 03:25,Not Shipped
10993,2021-05-15 03:23,2021-05-18 20:25,Not Shipped
10994,2021-02-12 19:55,2021-02-20 23:24,Returned
10995,2021-09-09 06:31,2021-09-12 21:42,Returned
10996,2022-06-22 04:58,2022-06-30 03:37,Shipped
10997,2022-11-22 05:52,2022-12-01 18:38,Returned
10998,2022-02-16 01:49,2022-02-20 00:56,Returned
10999,2023-04-12 02:19,2023-04-13 10:10,Returned
11000,2022-08-03 01:28,2022-08-07 19:26,Shipped
11001,2023-03-27 03:08,2023-04-02 08:03,Shipped
11002,2022-11-01 18:35,2022-11-07 10:02,Returned
11003,2020-06-17 05:22,2020-06-20 14:53,Returned
11004,2020-05-27 09:02,2020-05-28 16:03,Shipped
11005,2022-06-01 19:07,2022-06-03 02:13,Returned
11006,2022-11-19 03:22,2022-11-27 20:44,Not Shipped
11007,2022-03-07 08:08,2022-03-12 21:27,Shipped
11008,2022-08-29 15:05,2022-09-02 22:58,Returned
11009,2020-05-28 07:57,2020-06-06 05:32,Shipped
11010,2023-06-30 16:28,2023-07-05 05:31,Returned
11011,2022-06-10 18:36,2022-06-19 07:57,Shipped
11012,2023-03-26 12:13,2023-04-04 03:05,Shipped
11013,2023-01-12 17:59,2023-01-17 05:00,Shipped
11014,2023-08-22 11:16,2023-09-01 12:17,Returned
11015,2023-08-08 01:24,2023-08-18 17:59,Shipped
11016,2021-06-29 10:30,2021-07-03 15:33,Returned
11017,2020-11-10 19:23,2020-11-12 19:18,Returned
11018,2023-08-05 02:44,2023-08-12 18:54,Shipped
11019,2021-06-02 07:07,2021-06-06 15:50,Returned
11020,2021-09-27 01:49,2021-10-03 19:14,Returned
11021,2022-12-28 15:29,2022-12-31 10:20,Shipped
11022,2022-03-20 10:00,2022-03-29 16:41,Shipped
11023,2022-12-23 02:00,2022-12-24 22:36,Not Shipped
11024,2021-07-29 06:21,2021-08-02 08:16,Not Shipped
11025,2020-06-25 21:23,2020-07-01 06:59,Returned
11026,2020-09-03 02:19,2020-09-05 23:10,Not Shipped
11027,2021-02-15 19:54,2021-02-18 15:58,Shipped
11028,2023-07-18 17:12,2023-07-28 19:34,Shipped
11029,2023-01-02 11:50,2023-01-05 12:05,Shipped
11030,2020-06-16 16:55,2020-06-19 11:41,Returned
11031,2020-06-25 00:53,2020-07-03 06:46,Not Shipped
11032,2022-12-21 16:58,2022-12-25 16:02,Returned
11033,2021-05-05 10:16,2021-05-11 05:09,Shipped
11034,2023-01-04 03:29,2023-01-09 02:08,Shipped
11035,2021-08-27 17:39,2021-09-05 10:56,Not Shipped
11036,2020-07-28 15:58,2020-08-03 10:34,Not Shipped
11037,2020-07-22 03:03,2020-07-29 23:21,Shipped
11038,2020-08-31 17:13,2020-09-08 10:13,Not Shipped
11039,2021-09-06 15:05,2021-09-15 07:39,Returned
11040,2023-03-04 05:40,2023-03-12 13:51,Not Shipped
11041,2021-10-03 15:12,2021-10-06 16:21,Not Shipped
11042,2023-01-10 23:01,2023-01-11 14:57,Returned
11043,2022-04-08 21:37,2022-04-12 18:20,Returned
11044,2020-11-09 15:41,2020-11-16 03:03,Not Shipped
11045,2021-10-28 10:27,2021-11-03 11:51,Shipped
11046,2020-09-14 12:29,2020-09-18 07:50,Not Shipped
11047,2022-11-01 04:33,2022-11-03 03:48,Not Shipped
11048,2022-06-13 20:24,2022-06-19 03:55,Returned
11049,2020-04-06 10:05,2020-04-11 13:15,Not Shipped
11050,2022-12-12 05:17,2022-12-17 09:15,Not Shipped
11051,2022-12-11 11:37,2022-12-19 11:23,Not Shipped
11052,2023-03-13 21:00,2023-03-23 12:19,Returned
11053,2021-10-27 11:28,2021-10-30 15:10,Returned
11054,2021-12-17 02:35,2021-12-24 15:25,Not Shipped
11055,2022-12-26 21:29,2022-12-27 21:14,Shipped
11056,2022-08-27 03:19,2022-09-06 11:25,Not Shipped
11057,2020-10-06 12:34,2020-10-11 01:13,Not Shipped
11058,2022-11-09 09:07,2022-11-19 01:37,Not Shipped
11059,2021-09-24 19:22,2021-09-26 23:12,Not Shipped
11060,2022-10-01 19:52,2022-10-06 21:34,Shipped
11061,2021-01-15 17:53,2021-01-22 05:29,Shipped
11062,2020-03-14 22:53,2020-03-23 23:45,Returned
11063,2020-09-18 06:10,2020-09-21 21:14,Shipped
11064,2020-08-04 22:27,2020-08-08 16:17,Returned
11065,2020-04-28 13:35,2020-05-01 20:20,Not Shipped
11066,2023-05-08 11:36,2023-05-16 00:35,Returned
11067,2023-01-12 20:37,2023-01-18 12:09,Returned
11068,2020-08-21 02:25,2020-08-22 14:09,Returned
11069,2022-05-24 22:22,2022-05-30 20:14,Not Shipped
11070,2020-11-04 05:42,2020-11-05 15:21,Shipped
11071,2022-12-07 21:31,2022-12-10 23:24,Returned
11072,2023-01-14 08:38,2023-01-22 09:20,Returned
11073,2023-04-03 03:45,2023-04-04 04:25,Not Shipped
11074,2021-02-11 09:24,2021-02-13 22:44,Shipped
11075,2022-08-02 23:51,2022-08-12 11:55,Shipped
11076,2023-03-17 19:20,2023-03-27 11:33,Shipped
11077,2020-06-24 22:25,2020-06-28 12:38,Returned
11078,2021-12-02 13:08,2021-12-09 15:03,Not Shipped
11079,2022-11-15 00:23,2022-11-22 20:44,Shipped
11080,2021-12-14 21:02,2021-12-18 07:49,Returned
11081,2021-01-11 15:20,2021-01-13 00:08,Returned
11082,2022-12-01 09:06,2022-12-10 01:53,Returned
11083,2020-02-29 13:05,2020-03-06 17:34,Returned
11084,2020-07-07 12:01,2020-07-15 00:28,Shipped
11085,2023-09-01 12:33,2023-09-09 02:33,Shipped
11086,2020-08-09 00:49,2020-08-17 18:00,Returned
11087,2021-09-22 20:42,2021-09-30 04:25,Shipped
11088,2020-09-24 04:17,2020-09-28 21:07,Not Shipped
11089,2021-10-07 12:40,2021-10-17 09:33,Shipped
11090,2021-09-03 13:25,2021-09-13 11:44,Shipped
11091,2021-01-21 00:14,2021-01-30 06:35,Shipped
11092,2021-07-16 19:37,2021-07-17 01:56,Returned
11093,2020-08-10 13:35,2020-08-17 00:09,Not Shipped
11094,2021-09-26 16:30,2021-09-30 13:12,Shipped
11095,2022-10-14 17:46,2022-10-21 09:15,Returned
11096,2020-11-26 11:36,2020-12-05 14:01,Shipped
11097,2023-02-10 22:29,2023-02-18 14:22,Shipped
11098,2021-09-30 21:50,2021-10-02 19:12,Returned
11099,2022-03-19 21:00,2022-03-22 00:38,Returned
11100,2022-05-13 12:59,2022-05-20 06:11,Returned
11101,2022-06-12 05:00,2022-06-21 04:15,Shipped
11102,2022-04-15 04:21,2022-04-20 22:14,Shipped
11103,2020-03-07 05:23,2020-03-08 12:45,Returned
11104,2021-06-24 16:08,2021-06-27 01:07,Returned
11105,2021-03-21 00:54,2021-03-25 18:11,Shipped
11106,2022-06-20 06:07,2022-06-26 16:08,Not Shipped
11107,2022-07-31 15:14,2022-08-10 10:14,Shipped
11108,2020-08-11 21:17,2020-08-17 22:42,Not Shipped
11109,2022-04-15 10:31,2022-04-18 21:36,Returned
11110,2023-04-17 21:20,2023-04-18 03:57,Returned
11111,2022-07-20 20:51,2022-07-24 05:59,Shipped
11112,2021-12-20 07:36,2021-12-23 04:03,Returned
11113,2020-05-30 18:21,2020-06-06 00:41,Shipped
11114,2023-04-01 05:05,2023-04-06 19:15,Shipped
11115,2020-10-03 21:12,2020-10-11 02:00,Returned
11116,2023-03-07 01:01,2023-03-13 15:56,Not Shipped
11117,2021-04-09 15:49,2021-04-15 06:27,Returned
11118,2022-05-12 00:03,2022-05-19 04:43,Shipped
11119,2020-01-19 11:11,2020-01-24 02:21,Not Shipped
11120,2021-02-01 14:17,2021-02-04 22:34,Shipped
11121,2022-09-28 09:14,2022-10-08 04:37,Shipped
11122,2021-06-06 13:02,2021-06-12 22:42,Returned
11123,2021-07-14 04:04,2021-07-24 16:14,Returned
11124,2023-04-27 08:45,2023-04-30 23:00,Not Shipped
11125,2020-10-02 22:27,2020-10-09 00:55,Shipped
11126,2021-08-27 13:32,2021-09-01 13:26,Shipped
11127,2022-12-18 08:14,2022-12-20 04:18,Returned
11128,2020-05-30 10:47,2020-06-09 08:34,Shipped
11129,2021-04-17 18:22,2021-04-24 04:38,Shipped
11130,2021-12-25 20:00,2021-12-30 08:57,Not Shipped
11131,2020-09-14 02:35,2020-09-16 20:21,Shipped
11132,2021-07-18 09:34,2021-07-26 21:42,Not Shipped
11133,2020-03-06 03:03,2020-03-07 04:48,Not Shipped
11134,2021-07-29 14:00,2021-08-05 14:53,Not Shipped
11135,2021-01-08 00:53,2021-01-13 13:12,Shipped
11136,2021-04-25 22:40,2021-05-05 06:44,Not Shipped
11137,2023-04-07 03:19,2023-04-15 17:24,Returned
11138,2022-10-01 16:59,2022-10-09 07:54,Not Shipped
11139,2023-03-16 14:10,2023-03-20 05:49,Returned
11140,2020-09-09 15:05,2020-09-12 17:42,Not Shipped
11141,2020-09-30 06:27,2020-10-10 06:08,Shipped
11142,2022-12-01 05:10,2022-12-05 02:46,Returned
11143,2021-04-06 20:00,2021-04-13 14:04,Shipped
11144,2021-10-16 02:17,2021-10-23 09:07,Not Shipped
11145,2021-03-29 21:33,2021-04-08 19:42,Not Shipped
11146,2023-02-22 12:47,2023-03-02 22:58,Not Shipped
11147,2022-06-14 06:31,2022-06-16 02:28,Not Shipped
11148,2020-03-23 13:14,2020-03-24 00:59,Not Shipped
11149,2020-07-31 19:51,2020-08-09 19:23,Not Shipped
11150,2021-10-05 00:54,2021-10-12 10:58,Returned
11151,2020-11-28 00:50,2020-12-07 13:42,Not Shipped
11152,2023-05-31 18:39,2023-06-06 13:46,Shipped
11153,2021-12-30 10:18,2022-01-01 11:00,Not Shipped
11154,2020-08-04 01:33,2020-08-11 16:30,Returned
11155,2023-04-19 05:41,2023-04-20 22:48,Returned
11156,2022-04-13 02:09,2022-04-21 00:34,Not Shipped
11157,2022-07-10 12:39,2022-07-12 16:02,Returned
11158,2022-06-26 02:53,2022-07-02 01:46,Shipped
11159,2022-01-31 12:29,2022-02-07 18:18,Not Shipped
11160,2022-10-07 15:46,2022-10-15 20:15,Shipped
11161,2022-10-06 05:59,2022-10-07 22:37,Not Shipped
11162,2021-05-07 22:18,2021-05-16 02:27,Shipped
11163,2020-04-25 09:38,2020-04-28 03:47,Shipped
11164,2022-07-24 11:47,2022-07-26 05:27,Shipped
11165,2020-10-18 16:52,2020-10-24 22:48,Returned
11166,2021-07-29 17:36,2021-08-04 03:26,Shipped
11167,2023-05-02 04:21,2023-05-12 06:34,Not Shipped
11168,2022-09-21 03:36,2022-10-01 20:31,Shipped
11169,2023-01-05 05:08,2023-01-09 08:36,Shipped
11170,2020-01-15 06:52,2020-01-24 23:00,Not Shipped
11171,2021-12-01 13:49,2021-12-08 14:00,Not Shipped
11172,2020-02-13 19:07,2020-02-20 13:54,Returned
11173,2020-11-20 00:15,2020-11-21 10:15,Not Shipped
11174,2020-03-09 13:17,2020-03-14 19:12,Returned
11175,2022-02-24 22:07,2022-02-28 22:26,Returned
11176,2023-05-02 18:35,2023-05-12 21:47,Shipped
11177,2022-02-07 11:31,2022-02-13 09:53,Shipped
11178,2021-11-19 19:44,2021-11-24 06:17,Returned
11179,2022-04-10 01:08,2022-04-12 18:50,Returned
11180,2022-10-25 15:16,2022-10-30 11:33,Shipped
11181,2020-02-04 22:17,2020-02-08 17:28,Shipped
11182,2022-09-02 20:52,2022-09-11 07:11,Shipped
11183,2020-03-16 19:49,2020-03-18 17:55,Shipped
11184,2020-05-04 11:26,2020-05-05 10:55,Not Shipped
11185,2022-10-20 05:13,2022-10-27 22:48,Not Shipped
11186,2021-07-01 06:34,2021-07-10 08:50,Returned
11187,2020-12-10 14:24,2020-12-11 20:56,Not Shipped
11188,2022-07-06 04:13,2022-07-12 05:15,Not Shipped
11189,2021-02-27 07:14,2021-03-07 22:45,Returned
11190,2022-12-13 23:15,2022-12-14 11:52,Not Shipped
11191,2020-08-28 06:53,2020-09-07 00:59,Returned
11192,2022-10-23 03:36,2022-11-02 20:26,Not Shipped
11193,2021-10-22 21:52,2021-10-31 01:00,Not Shipped
11194,2022-12-02 23:17,2022-12-10 15:16,Returned
11195,2020-11-06 22:45,2020-11-08 04:58,Shipped
11196,2020-03-01 14:38,2020-03-07 16:07,Shipped
11197,2023-08-22 14:05,2023-08-30 01:23,Not Shipped
11198,2022-06-23 23:35,2022-07-03 10:57,Not Shipped
11199,2020-03-23 14:53,2020-04-02 09:52,Shipped
11200,2021-10-13 19:15,2021-10-23 15:51,Returned
11201,2020-09-10 22:47,2020-09-19 07:07,Shipped
11202,2022-12-02 19:28,2022-12-12 08:25,Not Shipped
11203,2022-06-28 17:41,2022-06-29 08:16,Not Shipped
11204,2021-06-02 06:20,2021-06-09 00:43,Returned
11205,2021-04-01 18:30,2021-04-10 02:05,Shipped
11206,2021-04-18 15:32,2021-04-25 14:28,Not Shipped
11207,2022-08-29 23:46,2022-09-03 19:31,Returned
11208,2023-06-21 09:11,2023-06-23 10:18,Returned
11209,2020-04-25 01:42,2020-05-02 17:28,Returned
11210,2021-10-27 13:59,2021-11-02 11:49,Shipped
11211,2022-12-15 03:50,2022-12-19 01:07,Shipped
11212,2022-08-01 05:39,2022-08-11 04:50,Not Shipped
11213,2021-03-23 08:01,2021-04-01 17:50,Shipped
11214,2023-07-18 15:42,2023-07-19 22:27,Shipped
11215,2022-04-22 07:03,2022-04-27 13:54,Returned
11216,2020-04-28 06:24,2020-05-01 23:58,Shipped
11217,2022-10-02 00:16,2022-10-05 23:46,Returned
11218,2022-07-21 09:22,2022-07-31 14:34,Shipped
11219,2020-04-12 07:28,2020-04-14 03:43,Not Shipped
11220,2023-06-27 18:15,2023-06-30 19:30,Shipped
11221,2022-08-16 03:51,2022-08-23 06:09,Shipped
11222,2022-03-08 02:24,2022-03-14 18:32,Not Shipped
11223,2022-05-26 08:38,2022-05-30 06:51,Shipped
11224,2022-01-04 07:49,2022-01-05 16:17,Returned
11225,2022-12-06 23:43,2022-12-11 05:21,Not Shipped
11226,2021-11-30 15:23,2021-12-08 06:09,Returned
11227,2023-04-16 15:17,2023-04-23 09:47,Shipped
11228,2020-11-24 15:05,2020-12-01 10:14,Returned
11229,2022-08-11 07:27,2022-08-20 00:51,Returned
11230,2020-08-17 01:07,2020-08-21 06:10,Returned
11231,2023-01-20 13:48,2023-01-28 18:09,Shipped
11232,2022-01-18 20:22,2022-01-26 22:26,Returned
11233,2023-05-06 23:46,2023-05-09 20:11,Returned
11234,2021-06-09 19:27,2021-06-16 06:51,Returned
11235,2020-03-21 06:24,2020-03-26 23:44,Not Shipped
11236,2020-03-21 20:09,2020-03-31 08:58,Returned
11237,2022-05-06 04:13,2022-05-11 10:36,Not Shipped
11238,2022-03-12 04:02,2022-03-19 19:11,Shipped
11239,2022-05-16 15:34,2022-05-25 03:47,Returned
11240,2021-12-08 00:15,2021-12-10 03:24,Not Shipped
11241,2022-06-11 09:54,2022-06-15 23:34,Not Shipped
11242,2020-08-12 04:22,2020-08-21 00:34,Returned
11243,2021-04-10 18:28,2021-04-11 03:33,Shipped
11244,2021-03-10 05:16,2021-03-19 05:15,Not Shipped
11245,2020-03-16 03:32,2020-03-20 08:17,Not Shipped
11246,2023-05-29 17:08,2023-06-03 13:56,Shipped
11247,2021-02-20 11:51,2021-02-28 06:33,Shipped
11248,2022-05-30 20:11,2022-06-02 23:04,Shipped
11249,2023-05-27 00:54,2023-06-05 01:29,Not Shipped
11250,2022-06-02 00:19,2022-06-10 21:00,Not Shipped
11251,2020-12-18 18:35,2020-12-21 17:12,Not Shipped
11252,2022-04-09 17:25,2022-04-15 11:50,Shipped
11253,2021-07-15 21:23,2021-07-24 22:58,Shipped
11254,2021-10-12 18:10,2021-10-21 02:50,Returned
11255,2023-02-02 16:49,2023-02-09 05:04,Shipped
11256,2020-10-25 04:39,2020-10-30 01:06,Shipped
11257,2020-06-30 02:19,2020-07-03 07:02,Shipped
11258,2021-02-02 18:20,2021-02-07 03:53,Shipped
11259,2021-06-13 20:57,2021-06-19 04:17,Shipped
11260,2021-08-31 02:46,2021-09-06 16:19,Not Shipped
11261,2021-12-23 00:02,2021-12-31 13:09,Shipped
11262,2021-09-30 21:29,2021-10-01 19:55,Not Shipped
11263,2021-05-06 11:34,2021-05-13 05:46,Returned
11264,2021-08-01 22:22,2021-08-05 23:47,Not Shipped
11265,2020-09-13 01:42,2020-09-16 12:46,Not Shipped
11266,2023-02-17 16:59,2023-02-19 08:01,Not Shipped
11267,2022-04-05 02:46,2022-04-10 10:56,Returned
11268,2021-05-26 00:16,2021-06-01 02:42,Returned
11269,2020-12-19 07:47,2020-12-24 17:27,Returned
11270,2021-06-12 20:29,2021-06-20 07:26,Shipped
11271,2021-03-21 14:12,2021-03-26 21:52,Returned
11272,2023-04-02 03:13,2023-04-03 01:16,Returned
11273,2023-01-11 22:28,2023-01-14 19:58,Returned
11274,2022-12-19 09:11,2022-12-22 11:45,Not Shipped
11275,2020-03-14 23:56,2020-03-20 08:44,Not Shipped
11276,2023-05-23 19:26,2023-05-26 07:16,Shipped
11277,2022-06-01 03:08,2022-06-04 04:23,Shipped
11278,2023-06-01 12:30,2023-06-04 22:49,Not Shipped
11279,2021-07-03 18:54,2021-07-12 14:55,Returned
11280,2020-08-26 10:46,2020-08-27 13:51,Shipped
11281,2023-07-08 08:09,2023-07-13 18:37,Returned
11282,2021-03-15 07:47,2021-03-18 09:34,Returned
11283,2022-10-06 07:32,2022-10-12 22:35,Returned
11284,2020-08-03 00:47,2020-08-12 10:19,Returned
11285,2023-07-02 06:18,2023-07-09 00:51,Not Shipped
11286,2023-04-09 18:41,2023-04-15 09:37,Returned
11287,2020-06-08 13:43,2020-06-14 19:44,Shipped
11288,2023-02-13 03:25,2023-02-15 03:35,Shipped
11289,2021-03-14 13:20,2021-03-20 12:40,Shipped
11290,2020-11-23 20:51,2020-12-02 21:47,Returned
11291,2022-11-15 20:13,2022-11-17 14:42,Not Shipped
11292,2020-05-16 12:19,2020-05-21 07:50,Shipped
11293,2021-11-11 05:29,2021-11-13 17:18,Returned
11294,2021-02-27 08:17,2021-03-02 23:41,Returned
11295,2021-07-22 05:35,2021-07-25 09:05,Returned
11296,2021-08-18 20:06,2021-08-26 05:29,Shipped
11297,2020-09-26 21:14,2020-10-02 16:50,Shipped
11298,2023-05-12 09:33,2023-05-15 22:54,Returned
11299,2023-07-01 18:58,2023-07-10 14:05,Returned
11300,2020-01-05 16:05,2020-01-07 03:00,Shipped
11301,2022-11-26 17:33,2022-12-01 12:51,Not Shipped
11302,2021-08-13 03:33,2021-08-22 08:22,Shipped
11303,2020-03-26 00:34,2020-04-05 01:34,Not Shipped
11304,2021-05-19 05:51,2021-05-20 02:30,Returned
11305,2021-03-21 10:08,2021-03-27 13:26,Returned
11306,2020-10-29 15:22,2020-10-31 02:13,Not Shipped
11307,2022-01-08 09:23,2022-01-15 19:51,Shipped
11308,2021-01-28 00:14,2021-02-04 10:41,Returned
11309,2021-11-26 10:32,2021-12-05 20:42,Shipped
11310,2021-03-12 05:59,2021-03-22 22:10,Shipped
11311,2022-11-21 04:30,2022-11-30 22:44,Not Shipped
11312,2021-11-23 15:05,2021-11-30 16:01,Shipped
11313,2022-02-14 18:33,2022-02-16 06:43,Shipped
11314,2021-07-31 23:42,2021-08-01 07:08,Not Shipped
11315,2020-06-11 06:25,2020-06-19 20:50,Not Shipped
11316,2020-12-16 16:28,2020-12-22 06:03,Shipped
11317,2020-12-26 02:33,2021-01-02 08:15,Returned
11318,2021-10-27 11:37,2021-10-29 10:29,Shipped
11319,2021-12-26 07:36,2021-12-27 17:15,Returned
11320,2022-09-14 15:51,2022-09-19 17:37,Shipped
11321,2022-12-02 09:29,2022-12-06 03:08,Shipped
11322,2022-10-26 10:00,2022-10-28 20:41,Not Shipped
11323,2020-06-12 04:18,2020-06-16 06:01,Shipped
11324,2020-11-21 20:18,2020-11-26 01:45,Shipped
11325,2020-09-11 23:39,2020-09-13 15:22,Not Shipped
11326,2021-08-15 14:18,2021-08-25 20:13,Shipped
11327,2023-05-27 05:14,2023-05-30 04:33,Not Shipped
11328,2020-08-29 12:43,2020-09-06 15:06,Shipped
11329,2021-11-30 23:56,2021-12-10 01:33,Shipped
11330,2023-07-25 22:09,2023-07-30 22:49,Shipped
11331,2020-02-18 16:15,2020-02-24 00:09,Shipped
11332,2023-07-18 16:20,2023-07-20 10:45,Not Shipped
11333,2023-01-15 16:39,2023-01-20 19:29,Shipped
11334,2022-04-17 12:40,2022-04-20 23:07,Shipped
11335,2022-05-31 07:30,2022-06-04 14:37,Shipped
11336,2021-12-21 09:21,2021-12-28 05:20,Returned
11337,2022-11-07 12:38,2022-11-14 21:20,Returned
11338,2020-09-02 19:02,2020-09-11 16:24,Returned
11339,2020-06-22 15:27,2020-06-30 03:43,Not Shipped
11340,2021-08-04 04:54,2021-08-07 09:28,Shipped
11341,2020-01-07 01:13,2020-01-17 00:14,Returned
11342,2022-01-09 00:41,2022-01-16 08:33,Not Shipped
11343,2021-07-23 05:51,2021-07-24 16:28,Not Shipped
11344,2020-06-29 11:17,2020-07-09 08:15,Returned
11345,2022-02-08 00:45,2022-02-16 12:04,Not Shipped
11346,2022-02-23 20:12,2022-03-05 12:34,Not Shipped
11347,2022-03-15 02:53,2022-03-17 23:20,Not Shipped
