product_id,name,cogs,category_id,seller_id
1984,Data,706.27,37,383
1985,Teach,587.82,30,238
1986,Population,774.12,46,208
1987,Good,193.1,24,321
1988,Than,469.65,41,1
1989,Than,861.78,5,198
1990,Too,894.5,22,272
1991,Agree,42.39,28,386
1992,Anything,277.09,40,278
1993,Young,579.48,14,404
1994,Attorney,687.82,40,451
1995,How,342.34,4,264
1996,News,945.87,44,187
1997,Arrive,889.1,8,197
1998,Population,371.93,40,21
1999,Raise,371.92,12,332
2000,Family,563.2,5,288
2001,Be,712.24,14,71
2002,Finally,981.44,16,277
2003,Professional,122.42,31,378
2004,Policy,939.76,38,447
2005,Baby,959.51,14,386
2006,Toward,747.57,15,165
2007,Sing,359.18,18,258
2008,Fund,683.42,18,28
2009,Arm,72.74,23,232
2010,Long,491.36,34,425
2011,Involve,131.48,46,273
2012,Staff,681.53,35,461
2013,Cost,299.34,40,189
2014,Travel,801.9,45,415
2015,Professional,978.3,5,97
2016,Nearly,892.98,30,45
2017,Deal,89.37,12,148
2018,Try,958.67,5,56
2019,Pass,173.12,8,357
2020,Level,156.47,10,448
2021,Quality,212.21,41,12
2022,Its,300.24,44,278
2023,Product,932.4,31,178
2024,Charge,425.93,48,331
2025,Apply,31.27,13,33
2026,Show,31.82,15,428
2027,Home,947.97,42,172
2028,Discussion,417.57,22,336
2029,Public,649.59,21,249
2030,Far,597.42,45,272
2031,Expect,843.49,29,235
2032,Adult,311.04,9,460
2033,War,791.45,11,405
2034,Mission,267.41,31,191
2035,Let,971.02,50,433
2036,Level,56.85,23,146
2037,Place,461.37,11,317
2038,Father,924.89,46,275
2039,Include,292.39,12,430
2040,Commercial,711.03,43,407
2041,Article,161.95,16,60
2042,Send,50.74,21,295
2043,Yes,135.21,17,190
2044,List,192.65,36,363
2045,Value,44.34,21,177
2046,Challenge,156.46,29,277
2047,She,975.71,35,155
2048,Interesting,130.28,2,208
2049,Source,931.76,50,75
2050,Travel,948.31,21,80
2051,Its,14.25,48,280
2052,Remain,975.85,22,332
2053,Case,708.4,31,459
2054,Pick,296.93,49,294
2055,Certain,670.22,37,374
2056,Guy,907.81,29,174
2057,After,692.26,47,246
2058,One,901.17,9,348
2059,Success,555.45,20,13
2060,Best,407.61,15,229
2061,Skill,363.82,21,29
2062,Turn,612.07,13,299
2063,Million,531.17,50,143
2064,Share,203.76,6,276
2065,Process,850.96,44,344
2066,That,958.05,33,202
2067,Matter,202.51,21,309
2068,Win,609.03,4,466
2069,If,670.1,26,76
2070,Wind,718.8,28,190
2071,Anyone,392.25,1,146
2072,College,351.47,20,229
2073,Other,875.56,6,111
2074,Scene,730.57,29,380
2075,Work,992.67,29,148
2076,Play,172.15,47,497
2077,Audience,898.75,47,459
2078,Specific,420.05,38,307
2079,Star,95.22,14,156
2080,Everyone,479.87,34,172
2081,Agency,75.45,38,388
2082,Industry,382.01,1,210
2083,Write,642.42,18,213
2084,Need,183.14,30,364
2085,Represent,572.24,9,103
2086,None,194.15,25,149
2087,Everyone,558.33,3,422
2088,Audience,827.99,38,156
2089,Day,499.16,48,238
2090,Decide,232.28,1,79
2091,Degree,270.05,41,428
2092,Long,640.2,8,335
2093,Each,669.25,19,214
2094,Behind,187.58,45,331
2095,Write,252.3,8,392
2096,Cause,284.44,5,307
2097,Word,748.11,38,247
2098,Former,569.92,17,322
2099,Help,689.05,45,419
2100,Senior,128.39,33,376
2101,Wonder,579.51,17,84
2102,Congress,585.84,10,164
2103,Degree,466.43,45,70
2104,Hair,363.81,4,140
2105,Whole,367.55,41,467
2106,Institution,955.6,4,149
2107,Boy,298.75,41,480
2108,Manage,86.06,13,393
2109,Off,631.75,49,49
2110,Within,602.77,11,279
2111,Base,329.38,21,424
2112,Majority,846.54,20,139
2113,Action,688.59,45,186
2114,Democratic,104.88,38,181
2115,Time,825.08,1,71
2116,Way,522.99,24,399
2117,Whatever,490.05,22,472
2118,Community,911.68,7,112
2119,Resource,163.01,15,426
2120,Blue,196.53,36,315
2121,Bar,692.76,34,434
2122,Player,536.77,36,360
2123,Common,758.74,8,214
2124,A,465.89,5,60
2125,Hundred,820.66,2,246
2126,Budget,354.73,45,186
2127,Discuss,147.62,29,456
2128,Social,987.71,34,391
2129,Knowledge,970.41,12,364
2130,Economy,311.64,48,418
2131,Thank,127.41,9,439
2132,Must,697.3,45,117
2133,Relationship,314.35,14,67
2134,Friend,981.3,28,354
2135,Cause,765.39,8,40
2136,Manage,28.62,31,388
2137,Mission,436.93,13,56
2138,Office,42.46,43,263
2139,Painting,597.24,31,61
2140,Hair,909.44,3,34
2141,However,308.63,1,387
2142,Campaign,105.54,8,472
2143,Customer,605.77,38,462
2144,Discover,208.02,43,180
2145,Line,38.97,10,434
2146,Bad,748.74,18,486
2147,Vote,583.95,23,83
2148,Region,856.59,50,374
2149,Offer,616.83,33,292
2150,Fine,77.65,38,391
2151,Food,23.84,14,367
2152,Everything,199.63,19,88
2153,Person,902.64,35,3
2154,Appear,973.84,7,474
2155,She,221.88,33,436
2156,Concern,710.68,24,358
2157,Treatment,593.49,29,345
2158,Particular,958.17,12,428
2159,Future,361.27,25,218
2160,Anyone,222.13,15,209
2161,Chance,121.72,21,64
2162,Treat,471.24,34,70
2163,Individual,500.86,24,361
2164,Financial,295.39,47,21
2165,Mrs,91.43,32,60
2166,Animal,390.93,30,308
2167,Television,738.81,44,500
2168,Between,842.68,15,284
2169,Lawyer,413.21,28,97
2170,Fact,858.21,31,481
2171,Feel,682.34,12,7
2172,Argue,998.74,32,345
2173,Economic,114.12,29,268
2174,Live,661.96,6,62
2175,Democratic,151.93,26,356
2176,Rest,594.65,7,380
2177,Enough,926.04,11,34
2178,Theory,370.07,13,174
2179,Blue,208.26,26,63
2180,Information,240.54,28,372
2181,Many,504.12,49,366
2182,Nor,768.31,38,140
2183,Box,758.74,42,483
2184,Within,406.23,31,342
2185,Change,607.13,26,249
2186,West,516.3,10,394
2187,Major,460.09,8,129
2188,Sit,494.45,15,322
2189,Street,942.98,2,51
2190,Money,740.42,5,256
2191,Region,681.33,12,196
2192,Must,608.54,21,79
2193,Conference,309.73,40,50
2194,Whole,762.57,43,385
2195,Culture,524.75,32,406
2196,Bad,471.36,19,339
2197,Address,502.92,33,134
2198,These,547.01,35,280
2199,Color,27.49,49,17
2200,Purpose,990.8,8,197
2201,Best,455.61,25,227
2202,Unit,465.06,3,91
2203,Million,561.1,50,156
2204,Wall,885.85,11,252
2205,Tend,436.37,20,367
2206,Perform,395.19,49,57
2207,Not,573.17,32,338
2208,Their,558.25,35,293
2209,Court,475.12,36,438
2210,Blue,164.75,4,201
2211,Production,270.76,38,498
2212,Daughter,384.02,44,181
2213,Every,768.81,19,165
2214,Natural,70.81,38,24
2215,Wonder,136.92,24,179
2216,Kind,811.46,38,14
2217,Congress,767.54,41,175
2218,Page,386.77,28,177
2219,Office,992.03,27,180
2220,Grow,65.88,16,127
2221,Simple,242.28,20,304
2222,Themselves,94.09,45,34
2223,Million,870.25,8,173
2224,Still,178.08,35,167
2225,Side,47,43,443
2226,Right,428.25,33,462
2227,Policy,426.96,2,357
2228,Left,475,2,163
2229,East,383.96,25,166
2230,Son,576.81,32,52
2231,Last,693.96,14,173
2232,Trial,501.76,49,342
2233,The,346.14,40,154
2234,Each,369.7,28,104
2235,Two,501.98,5,431
2236,Test,851.83,14,148
2237,Notice,272.5,20,294
2238,Eight,408.01,15,320
2239,Under,745.46,6,368
2240,Building,845.75,7,304
2241,Thus,343.47,5,291
2242,Myself,803.17,31,219
2243,Cost,217.64,5,334
2244,Of,825.5,33,412
2245,Responsibility,306.91,43,277
2246,From,320.22,27,206
2247,Issue,258.75,33,233
2248,Air,674.84,36,93
2249,Ground,882.09,41,361
2250,Drop,521.06,12,296
2251,Page,504.21,43,493
2252,Social,825.67,30,138
2253,Listen,937.79,35,415
2254,Single,618.28,50,465
2255,Agency,439.39,37,373
2256,Mind,630.49,34,103
2257,Stock,370.63,10,124
2258,Scientist,158.97,44,392
2259,Per,307.27,28,211
2260,Off,325.47,5,325
2261,Serve,211.52,27,137
2262,Provide,825.47,42,83
2263,Later,263.88,39,121
2264,Interesting,411.81,8,77
2265,Responsibility,200,16,409
2266,Within,828.96,30,249
2267,By,564.23,28,217
2268,Long,650.45,3,104
2269,Mean,167.76,9,15
2270,Scene,265.81,18,338
2271,Ask,555.2,42,437
2272,Interesting,51.81,47,249
2273,Traditional,784.41,4,441
2274,Writer,897.54,21,309
2275,Model,305,5,462
2276,Eat,955.54,24,344
2277,We,660.86,6,204
2278,Interview,943.73,47,432
2279,National,149.15,8,293
2280,State,737.14,8,268
2281,Surface,667.57,38,487
2282,Choice,777.36,34,129
2283,Trade,501.49,6,122
2284,Structure,603.82,50,414
2285,Administration,320.28,38,378
2286,His,396.05,48,381
2287,South,243.58,28,112
2288,Able,152.84,12,110
2289,However,970.22,29,210
2290,Now,261.76,38,29
2291,Charge,495.45,24,359
2292,Become,949.22,21,280
2293,Reason,429.54,44,127
2294,Though,963.68,10,186
2295,Congress,480.47,24,421
2296,Couple,315.09,42,496
2297,Door,906.18,3,431
2298,Professional,742.06,4,354
2299,Happy,918.28,43,123
2300,Generation,260.45,25,159
2301,Represent,642.56,45,186
2302,Collection,904.13,44,63
2303,Before,539.56,16,440
2304,Increase,447.98,1,466
2305,Respond,961.14,17,155
2306,Tv,99.35,49,121
2307,Receive,304.45,11,469
2308,History,444.46,21,451
2309,Administration,814.13,42,209
2310,Standard,791.42,18,444
2311,Government,89.29,50,482
2312,Notice,496.77,48,212
2313,Line,927.23,22,368
2314,Write,428.14,7,423
2315,Book,168.74,17,260
2316,Right,75.7,27,309
2317,Evidence,731.94,36,378
2318,Interview,333.5,45,15
2319,Over,764.36,42,329
2320,Citizen,191.9,29,406
2321,Significant,644.69,1,206
2322,Baby,208.07,20,161
2323,Necessary,580.05,8,81
2324,Rather,257.11,46,497
2325,Speech,769.93,42,391
2326,Write,138.79,39,352
2327,Contain,416.21,21,232
2328,Baby,483.58,48,69
2329,Own,268.07,44,304
2330,Chair,828.5,19,102
2331,Generation,93.55,24,94
2332,Out,399.56,25,484
2333,Information,836.33,37,115
2334,Loss,30.53,2,473
2335,Someone,562.94,40,321
2336,Phone,236.42,6,499
2337,Among,467.8,17,360
2338,Onto,853.31,4,206
2339,Performance,621.82,39,134
2340,Nor,157.76,24,88
2341,Spring,947.77,8,8
2342,Rest,721.4,28,396
2343,Executive,920.79,30,424
2344,Easy,676.87,8,115
2345,Law,716.43,13,485
2346,Price,863.32,18,148
2347,Politics,748.98,25,67
2348,Number,437,14,308
2349,Fight,223.41,19,373
2350,Step,680.42,27,93
2351,Office,414.44,10,15
2352,Trip,297.29,17,121
2353,Admit,621.5,16,190
2354,Cold,587.07,42,235
2355,Card,94.88,31,69
2356,Wait,872.73,45,204
2357,Why,689.98,46,197
2358,Always,711.37,48,306
2359,Today,263.66,7,286
2360,Give,68.16,22,477
2361,Success,242.49,23,311
2362,Along,939.93,39,364
2363,Point,750.76,3,3
2364,Role,261.12,40,196
2365,Show,309.48,26,344
2366,Drug,377.19,36,22
2367,Recognize,584.68,17,87
2368,Thought,508.71,22,450
2369,Occur,473.4,6,163
2370,Lead,713.15,28,73
2371,Serve,267.8,21,23
2372,Piece,978.73,32,447
2373,Sense,973.64,18,383
2374,Role,366.99,28,145
2375,Enough,903.76,17,314
2376,Movement,831.29,17,265
2377,Film,319.88,11,162
2378,Raise,739.5,32,392
2379,Case,950.55,36,437
2380,Fire,923.62,41,409
2381,Us,445.59,13,77
2382,Police,64.02,12,19
2383,Green,475.55,11,362
2384,Throughout,472.46,8,459
2385,Simply,927.93,3,227
2386,Poor,362.95,46,288
2387,Music,490.35,32,58
2388,On,847.38,10,64
2389,Professional,356.11,14,445
2390,Attorney,291.28,11,384
2391,Radio,513.65,18,289
2392,Become,891.99,38,109
2393,Federal,587.71,1,270
2394,Hand,769.18,12,214
2395,Live,921.21,16,394
2396,Produce,503.13,7,455
2397,Offer,335.37,19,349
2398,Movement,981.52,8,202
2399,Lot,379.82,7,429
2400,Take,330.3,2,42
2401,Society,465.63,46,338
2402,While,485.06,41,490
2403,Also,276.63,43,3
2404,Run,336.13,3,336
2405,Real,626.14,29,167
2406,Let,947.94,47,465
2407,Benefit,957.83,37,67
2408,Heavy,219.25,4,411
2409,Wind,647.21,21,409
2410,Country,64.98,5,281
2411,Easy,952.38,25,48
2412,Want,404.87,12,123
2413,Off,965.4,26,46
2414,Interest,30.31,14,84
2415,Line,394.62,26,146
2416,In,650.7,42,79
2417,Mean,129.4,32,411
2418,Deal,438.03,20,463
2419,Notice,688.11,9,184
2420,Specific,668.87,24,263
2421,Realize,207.87,29,454
2422,Culture,394.21,18,289
2423,Agree,604.34,6,388
2424,World,428.31,24,315
2425,Power,194.49,41,219
2426,Live,102.02,33,175
2427,Face,973.54,44,115
2428,Husband,651.13,46,80
2429,State,931.36,34,323
2430,Bank,650.75,6,149
2431,Positive,473.54,6,465
2432,Attack,803.53,20,77
2433,Serve,984.34,44,463
2434,Product,307.4,16,268
2435,Record,433.45,37,25
2436,Main,555.48,3,263
2437,Miss,116.56,28,212
2438,Popular,103.54,43,369
2439,Night,572.79,17,182
2440,Mind,262.31,6,394
2441,If,508.41,8,380
2442,Number,664.96,12,403
2443,Citizen,190.39,26,24
2444,Tough,92.46,46,153
2445,Price,320.81,47,233
2446,Paper,759.78,29,320
2447,Whole,809.76,22,495
2448,Least,918.93,12,109
2449,Mouth,193.24,48,310
2450,Modern,266.72,44,55
2451,Serious,439.46,2,3
2452,Through,400.98,1,88
2453,Class,659.24,30,355
2454,Third,411.04,43,495
2455,They,746.8,47,250
2456,Carry,309.77,40,185
2457,Front,693.76,45,346
2458,Name,401.05,20,45
2459,Part,133.84,1,98
2460,Deal,120.79,2,357
2461,Minute,970.82,2,108
2462,So,486.31,10,333
2463,American,249.36,41,440
2464,Street,792.11,13,45
2465,Question,307.91,30,76
2466,Night,479.25,2,60
2467,Friend,174.44,10,379
2468,Responsibility,705.57,32,242
2469,Need,29.43,29,300
2470,A,250.2,19,292
2471,Inside,831.16,26,27
2472,Question,340.51,7,323
2473,Cultural,849.15,28,213
2474,Rest,850.13,48,297
2475,Process,599.88,36,149
2476,Structure,46.65,26,249
2477,Economy,518.22,47,314
2478,Home,935.93,32,119
2479,Area,717.15,34,10
2480,Safe,427.78,21,284
2481,Exist,72.88,42,214
2482,Use,890.25,8,254
2483,All,626.47,42,178
2484,Record,453.84,28,11
2485,Want,169.72,47,99
2486,Trip,474.55,29,119
2487,Herself,512.56,38,466
2488,Someone,688.12,39,437
2489,In,844.04,43,240
2490,I,139.85,19,371
2491,Should,714.27,27,427
2492,President,941.79,42,377
2493,Glass,366.65,31,410
2494,Rich,971.23,11,319
2495,Loss,215.14,45,384
2496,Outside,95.33,31,67
2497,American,181.56,11,311
2498,Allow,497.26,27,483
2499,Report,993.83,20,121
2500,Capital,217.34,4,10
2501,Computer,365.2,17,183
2502,Far,680.16,12,424
2503,We,860.87,33,17
2504,Number,808.75,22,221
2505,Control,122.83,15,62
2506,Start,566.36,32,133
2507,Skin,993.73,23,394
2508,Guess,56.21,36,137
2509,Together,897.35,45,448
2510,House,520.23,43,54
2511,Executive,709.34,29,410
2512,Enter,462.56,49,57
2513,Court,974.91,40,313
2514,World,784.33,7,422
2515,Need,566.85,33,54
2516,Increase,175.38,8,446
2517,Magazine,213.33,24,81
2518,Personal,731.07,46,227
2519,Indeed,764.35,32,376
2520,Deal,871.79,10,332
2521,Challenge,370.1,9,63
2522,Head,850.11,29,497
2523,The,421.59,50,4
2524,Teacher,252.86,31,175
2525,Population,293.89,11,44
2526,Financial,273.36,46,387
2527,Cultural,420.86,41,341
2528,Pull,253,49,386
2529,Employee,534.35,15,71
2530,Protect,803.75,27,471
2531,Cell,415.22,30,488
2532,Result,853.87,44,186
2533,No,944.3,29,75
2534,Sister,772.45,46,413
2535,Parent,522.18,5,44
2536,Throw,344.92,26,396
2537,Exist,172.68,4,202
2538,Strategy,761.6,43,473
2539,Include,645.05,37,30
2540,Then,977.96,46,410
2541,Trial,663.76,34,499
2542,Doctor,302.77,26,454
2543,Trial,684.06,36,448
2544,Yeah,311.28,48,161
2545,Day,910.14,1,424
2546,Office,286.98,34,313
2547,Week,921.25,45,207
2548,Wind,451.73,14,455
2549,Page,548.98,40,334
2550,World,447.72,23,455
2551,Board,813.71,42,208
2552,Grow,777.65,20,44
2553,Interview,46.6,22,200
2554,Community,727.85,48,451
2555,Ever,134.75,35,146
2556,Base,221.6,33,283
2557,Return,319.13,22,388
2558,Response,639.33,2,15
2559,Whole,891.42,35,304
2560,Generation,266.1,50,156
2561,Culture,729.24,33,57
2562,No,734.67,24,133
2563,Sort,630.72,23,64
2564,Green,57.26,42,482
2565,Seven,133.5,20,294
2566,Work,739.49,30,174
2567,Meeting,983.12,48,298
2568,Could,569.94,41,341
2569,White,537.96,39,120
2570,You,356.83,19,342
2571,Gun,786.94,46,294
2572,Improve,675.71,46,194
2573,Computer,524.47,16,54
2574,Parent,334.57,38,99
2575,Congress,824.61,24,233
2576,International,107.01,46,218
2577,Young,830.15,6,48
2578,Perform,71.57,9,244
2579,Do,222.64,5,190
2580,Trouble,680.05,26,302
2581,Run,563.38,50,203
2582,Doctor,873.29,38,256
2583,Gun,640.1,29,353
2584,Next,931.73,32,375
2585,Political,973.54,11,74
2586,Station,510.73,32,365
2587,Rich,463.14,46,263
2588,Hope,864.64,8,356
2589,Blue,220.52,31,17
2590,Dog,749.03,36,190
2591,Traditional,922.48,8,309
2592,Yard,853.79,8,62
2593,Mother,375.89,19,21
2594,Born,527.55,8,191
2595,Opportunity,311.88,24,156
2596,See,301.04,2,406
2597,Include,151.44,38,216
2598,Hope,58.16,20,456
2599,History,290.65,12,420
2600,Agree,742.26,1,63
2601,Race,552.06,5,446
2602,Might,54.24,31,294
2603,Natural,316.6,29,461
2604,Everyone,344.45,25,244
2605,Imagine,836.12,39,68
2606,To,764.33,33,326
2607,Operation,466.33,29,342
2608,Garden,454.58,47,167
2609,Admit,98.42,40,341
2610,Poor,627.35,25,120
2611,Full,901.24,22,277
2612,Something,55.36,43,456
2613,Method,448.67,18,331
2614,Spring,97.64,11,363
2615,Response,34.56,41,408
2616,Field,773.88,20,288
2617,Thank,648.71,42,287
2618,Every,94.3,40,278
2619,Door,581.09,4,491
2620,Account,574.54,13,385
2621,Daughter,481.08,2,62
2622,Follow,661.67,35,93
2623,Production,962.75,18,403
2624,Price,213.75,46,430
2625,Call,888.78,29,44
2626,Understand,808.85,39,165
2627,Republican,407.78,3,252
2628,Wall,863.35,2,175
2629,Music,442.65,27,13
2630,Thank,861.05,21,196
2631,Part,264.61,8,51
2632,Bad,546.36,19,74
2633,With,190.84,50,46
2634,There,162.69,27,348
2635,Budget,177.5,40,493
2636,White,332.04,2,366
2637,Medical,67.92,25,51
2638,Place,326.84,27,458
2639,Member,330.98,25,483
2640,Community,829.46,8,27
2641,Anyone,210.53,49,306
2642,Decide,590.17,32,261
2643,Nearly,754.87,25,487
2644,These,123.93,4,163
2645,Sea,470.18,27,34
2646,Goal,489.33,27,325
2647,Party,241.4,2,138
2648,Eat,558.53,38,346
2649,Exist,110.49,49,285
2650,Student,655.04,9,156
2651,Always,572.56,29,43
2652,Before,847.82,33,105
2653,This,785.05,10,192
2654,Himself,545.04,11,401
2655,Develop,252.71,28,493
2656,Indeed,912.38,29,22
2657,Food,10.99,30,493
2658,Behavior,831.08,19,335
2659,Gas,972.36,1,31
2660,Finally,934.17,31,140
2661,Long,601.89,44,195
2662,Box,999.25,41,109
2663,General,589.31,33,145
2664,Their,55.03,48,274
2665,Generation,567.45,20,46
2666,Degree,401.35,8,426
2667,Both,148.25,36,144
2668,Direction,879.5,14,313
2669,Shoulder,509.77,21,453
2670,Consumer,685.28,22,326
2671,History,268.75,49,363
2672,President,458.19,16,340
2673,Various,983.19,22,108
2674,Difficult,465.2,39,169
2675,Television,25.72,45,69
2676,Kind,649.98,1,312
2677,Maybe,481.76,1,345
2678,Should,181.8,36,459
2679,Throughout,699.53,32,391
2680,Network,398.86,6,404
2681,Bill,877.95,42,40
2682,Economy,543.26,43,228
2683,Success,675.52,23,498
2684,Last,814.65,39,184
2685,Line,392.88,50,416
2686,Today,700.06,1,64
2687,Free,468.07,13,228
2688,Answer,19.27,48,11
2689,Admit,760.84,44,472
2690,Pressure,712.11,13,47
2691,Exactly,818.12,41,156
2692,Throughout,810.33,15,120
2693,Citizen,980.32,24,19
2694,Same,287.95,46,362
2695,Treatment,609.97,1,101
2696,Question,984.42,41,203
2697,Suffer,119.84,18,292
2698,Boy,505.32,11,283
2699,Federal,201.83,48,290
2700,Speech,675.45,39,290
2701,Structure,183.77,38,66
2702,Begin,748.51,9,133
2703,Also,934.23,15,452
2704,Stand,527.85,18,99
2705,Health,849.19,2,497
2706,Cost,696.06,35,315
2707,Loss,260.39,36,453
2708,Identify,459.39,28,329
2709,Power,676.37,42,27
2710,Newspaper,855.32,21,222
2711,Yourself,845.9,27,141
2712,Campaign,130.5,34,239
2713,Safe,500.62,34,389
2714,Perhaps,53.03,47,115
2715,Need,56.5,27,273
2716,Material,454.37,1,201
2717,Option,202.66,6,451
2718,As,576.1,2,378
2719,Point,233.37,45,217
2720,Significant,958.2,16,101
2721,They,172.84,20,33
2722,Catch,629.73,7,15
2723,Sometimes,485.17,2,304
2724,Mean,799.25,22,431
2725,According,257.91,7,243
2726,Expert,245.98,22,427
2727,Herself,63.89,22,267
2728,Carry,796.17,5,398
2729,Easy,603.97,29,392
2730,Three,104.71,29,297
2731,My,133.58,4,470
2732,New,43.01,21,456
2733,Open,849.22,5,401
2734,Tough,136.26,29,29
2735,Speak,308.46,41,222
2736,Happen,75.13,44,29
2737,Interest,563.67,19,436
2738,Commercial,387.64,7,317
2739,Voice,754.44,15,443
2740,Certain,603.58,43,320
2741,Worry,20.5,25,238
2742,Give,797.21,40,318
2743,Onto,110.27,42,481
2744,Table,679.02,2,233
2745,While,522.04,38,99
2746,Table,116.93,1,305
2747,Stand,716.17,38,405
2748,Later,842.37,37,65
2749,Keep,640.99,17,182
2750,Article,426.8,47,318
2751,Garden,450.18,16,71
2752,Treat,799.06,4,66
2753,Spring,318.55,28,263
2754,Past,960.14,49,184
2755,Move,318.08,35,398
2756,Just,154.17,31,159
2757,Structure,607.3,19,189
2758,Somebody,970.57,34,301
2759,Listen,661.1,10,30
2760,Nothing,245.01,36,440
2761,Letter,64.06,23,101
2762,Far,976.75,41,466
2763,Fire,209.25,5,175
2764,Travel,197.46,31,356
2765,Computer,694.92,30,308
2766,Certainly,695.49,38,290
2767,Mind,963.43,40,154
2768,Seat,424.51,11,54
2769,Green,459.76,3,254
2770,Mrs,227.21,1,328
2771,Green,230.79,15,239
2772,Sit,627.68,16,247
2773,Walk,737.24,22,414
2774,Relationship,742.68,14,205
2775,Far,192.4,1,186
2776,Number,19.79,23,16
2777,Project,559.14,10,149
2778,Group,446,41,300
2779,Significant,913.58,24,23
2780,Per,975.56,13,102
2781,Knowledge,291.26,15,454
2782,Himself,269.38,12,174
2783,Style,849.06,16,92
2784,Trial,204.03,12,432
2785,Free,269.17,7,11
2786,Store,833.13,9,195
2787,Seem,658.32,8,174
2788,Thought,936.75,20,234
2789,Positive,247.75,24,339
2790,Field,179.65,34,410
2791,Could,997.72,28,450
2792,Morning,713.83,8,74
2793,Career,883.9,9,407
2794,Fly,197.74,35,194
2795,Possible,697.41,21,307
2796,Whether,435.24,41,126
2797,By,921.8,49,316
2798,Beautiful,591.45,35,151
2799,Task,791.69,21,127
2800,Room,62.73,18,447
2801,Later,135.19,33,496
2802,Go,588.24,32,108
2803,Agree,730.03,31,405
2804,Century,666.87,5,86
2805,Work,513.53,49,452
2806,Today,648.62,33,192
2807,According,503.6,30,92
2808,Us,328.6,24,270
2809,Among,697.56,46,490
2810,And,499.84,18,298
2811,Clearly,406.94,38,333
2812,Suddenly,46.24,15,459
2813,Food,210.97,16,203
2814,Hotel,226.41,28,456
2815,Purpose,383.31,11,479
2816,Drug,844.01,17,282
2817,Peace,93.91,49,44
2818,Radio,302.1,34,181
2819,Unit,237.88,3,239
2820,Each,517.14,22,219
2821,Baby,456.64,28,210
2822,Economic,373.84,32,163
2823,Catch,280.29,2,92
2824,Question,447.27,17,331
2825,Understand,85.13,6,151
2826,That,844.18,33,280
2827,Use,647.22,18,475
2828,The,235.46,8,37
2829,Business,366.63,35,103
2830,Successful,340.42,44,169
2831,Gas,257.52,48,418
2832,Trouble,770.8,18,98
2833,Free,708.59,9,438
2834,Authority,754.86,48,279
2835,Detail,913.26,1,395
2836,Accept,306.48,23,401
2837,Game,996.87,26,421
2838,Grow,584.15,42,7
2839,Medical,477.28,33,390
2840,Along,951.97,26,117
2841,Nearly,234.66,48,108
2842,Democrat,479.69,34,301
2843,Property,788.11,49,240
2844,Property,725.29,30,175
2845,Large,794,21,434
2846,One,195.97,50,483
2847,Sing,700.96,14,225
2848,Court,455.47,36,16
2849,Rest,380.95,37,448
2850,Black,137.06,48,5
2851,Federal,504.8,43,428
2852,Floor,361.12,15,215
2853,Feel,431.46,49,207
2854,Today,765.21,45,276
2855,Nature,306.64,38,12
2856,Network,571.9,3,473
2857,Practice,147.74,22,291
2858,Identify,633.54,39,468
2859,Imagine,611.76,26,196
2860,Peace,212.16,26,33
2861,President,539.15,13,244
2862,Sense,117.55,37,493
2863,Military,457.02,20,48
2864,Charge,179.71,44,284
2865,Money,185.86,45,309
2866,To,493.73,12,102
2867,Road,78.8,25,146
2868,Write,213.83,19,338
2869,Doctor,529.15,30,30
2870,Land,374.97,1,88
2871,List,333.5,27,201
2872,Way,165.47,8,67
2873,Public,541.09,31,381
2874,Story,78.08,14,67
2875,Let,871.74,20,222
2876,Serve,819.72,43,244
2877,Final,167.19,37,481
2878,Question,317.21,13,258
2879,Job,719.6,30,142
2880,Citizen,209.69,10,229
2881,Skin,73.33,26,310
2882,According,809.49,34,169
2883,Carry,911.2,32,236
2884,Hit,468.07,3,378
2885,Throughout,100.19,42,452
2886,Myself,919.71,23,359
2887,Single,844.21,20,201
2888,Score,616.9,12,213
2889,Computer,256.64,40,376
2890,Wide,437.76,25,467
2891,Home,662.49,45,292
2892,Field,104.58,45,485
2893,Determine,53.23,11,141
2894,Available,883.73,35,150
2895,Never,669.99,5,358
2896,Discover,729.27,14,466
2897,Support,498.55,49,284
2898,Teach,130.02,24,40
2899,Consumer,757.84,33,393
2900,Second,781.72,27,231
2901,Of,173.19,14,260
2902,System,54.19,2,38
2903,Team,642.48,44,384
2904,Born,467.28,22,382
2905,Since,405.35,13,204
2906,Cell,47.4,17,59
2907,Customer,712.01,9,168
2908,Think,673.59,30,249
2909,At,466.74,6,281
2910,Card,660.45,46,487
2911,Decision,443.35,31,421
2912,Policy,286.35,11,88
2913,Character,840.11,39,52
2914,Unit,185.46,8,274
2915,Thought,744.03,11,40
2916,Quite,674.68,1,347
2917,Account,280.52,29,184
2918,Produce,186.16,46,18
2919,Focus,893.76,35,111
2920,Probably,447.64,4,429
2921,Best,638.44,34,329
2922,Artist,665.91,43,460
2923,Huge,111.77,45,158
2924,Single,449.55,39,3
2925,Across,58.18,25,393
2926,Value,209.72,16,192
2927,Believe,909.67,13,47
2928,Nature,25.88,2,8
2929,Election,343.75,13,349
2930,Just,672.26,15,491
2931,Everybody,883.46,43,86
2932,Might,726.77,3,213
2933,Collection,517.38,21,166
2934,Democrat,566.43,13,320
2935,Series,215.05,35,203
2936,On,939.53,8,119
2937,Major,221.64,23,166
2938,Hair,181.89,26,335
2939,Agent,323.08,25,109
2940,No,464.19,5,337
2941,Company,816.93,42,320
2942,Speak,375.29,5,454
2943,Market,226.38,20,393
